College Name,Address,District,Type
MARATHA VIDYA PRASARAK SAMAJS ARTS AND COMMERCE COLLEGE SOYGAON,"SURVEY NO 63/64 ,MVP NAGAR ,BEHIND DATTAMANGAL INDUSTRIES ,SATANA MALEGAON ROAD SOYGAON ,MALEGAON ,TAL -MALEGAON ,DIST-NASHIK 423203",NASHIK,Private-Self Financing
SHIVNERI MAHAVIDYALAYA PALAM,SHIVNERI MAHAVIDYALAYA PALAM TQ. PALAM DIST. PARBHANI,PARBHANI,Private-Self Financing
DNYANSAGAR ARTS AND COMMERCE COLLEGE,"SR. NO. 4/3, 4/2, BALEWADI PUNE",PUNE,Private-Self Financing
SHRI SHETH MURLIDHARJI MANSINGKA ARTS SCIENCE AND COMMERCE COLLEGE PACHORA,"SHRI SHETH MURALIDHARJI MANSINGAKA COLLEGE, SSMM CAMPUS, BHADGAON ROAD, PACHORA",JALGAON,Govt aided
SANKALP COLLEGE OF BBA AND BCA,"S. NO. 140/6/NDA RD, WARJE MALWADI PUNE 52",PUNE,Private-Self Financing
BHASKAR WAMAN THAKUR COLLEGE OF SCIENCE YASHVANT KESHAV PATIL COLLEGE OF COMMERCE VIDHYA DAYANAND PATIL COLLEGE OF ARTS,"VIVA COLLEGE, VIVA COLLEGE ROAD, VIRAR (WEST)",THANE,Private-Self Financing
JAI HIND COLLEGE AUTONOMOUS,"23-24, BACKBAY RECLAMATION, A ROAD, CHURCHGATE WEST, MUMBAI - 400020",MUMBAI CITY,Govt aided
EKNATH SITARAM DIVEKAR COLLEGE VARVAND,AT POST VARVAND TAL DAUND DIST PUNE,PUNE,Govt aided
PDEA BABURAOJI GHOLAP COLLEGE,NEW SANGVI,PUNE,Govt aided
COLLEGE OF COMPUTER SCIENCES,BHUMKAR CHOWK WAKAD,PUNE,Private-Self Financing
SMT SITABAI MANGILAL AGRAWAL INSTITUTE OF MANAGEMENT,CHALISGAON,JALGAON,Private-Self Financing
MODERN COLLEGE KOLHAPUR,1961 B WARD RAJARAMPURI 10TH LANE KOLHAPUR,KOLHAPUR,State Government University
B K BIRALA COLLEDGE KALAYAN,"B. K. BIRLA COLLEGE ROAD, GAURIPADA, KALYAN W DIST. THANE 421301",THANE,Govt aided
UMA MAHAVIDYALAYA PANDHARPPUR,"P. B. NO. 32, DATT NAGAR, KARAD ROAD, PANDHARPUR.",SOLAPUR,Govt aided
SHRI SHAHAJI CHHATRAPATI MAHAVIDYALAYA,2968 C WARD DASARA CHOWK,KOLHAPUR,Govt aided
KANDIVLI EDUCATION SOCIETY B K SHROFF COLLEGE OF ARTS AND M H SHROFF COLLEGE OF COMMERCE,BHULABHAI DESAI ROAD KANDIVLI (WEST) MUMBAI,MUMBAI SUBURBAN,Private-Self Financing
BHARATIYA JAIN SANGHATANAS ARTS SCIENCE AND COMMERCE COLLEGE,PUNE NAGAR ROAD BAKORI PHATA,PUNE,Govt aided
ST WILFREDS COLLEGE OF ARTS COMMERCE AND SCIENCE,"92A/1 OLD MUMBAI PUNE HIGHWAY, NEAR SHEDUNG TOLL PLAZA",RAIGAD,Private-Self Financing
SNDT WOMENS UNIVERSITY MUMBAI BALLARPUR CAMPUS MAHARSHI KARVE MAHILA SAKSHAMIKARAN DYNAN SANKUL,GORAKSHAN WARD BALLARPUR,CHANDRAPUR,State Government University
SNDT ARTS AND COMMERCE COLLEGE FOR WOMEN,"MAHARSHI KARVE VIDYA VIHAR, KARVE ROAD",PUNE,Govt aided
SAHAKAR MAHARSHI SHANKARRAO MOHITE PATIL MAHAVIDYALAY NATEPUTE,"PUNE-PANDHARPUR ROAD, NATEPUTE TAL.MALSHIRAS DIST.SOLAPUR 413109",SOLAPUR,Private-Self Financing
DR GANGABHAU PATHRIKAR INSTITUTE OF MANAGEMENT AND COMPUTER SCIENCE,"AT BHALGAON , TQ AND DIST : AURANGABAD",AURANGABAD,Private-Self Financing
DEVIPRASAD GOENKA MANAGEMENT COLLEGE OF MEDIA STUDIES,"RSET CAMPUS, S.V.ROAD,",MUMBAI SUBURBAN,Private-Self Financing
GOKHALE EDUCATION SOCIETY'S B. Y. K. COLLEGE OF COMMERCE,"PRINCIPAL T. A. KULKARNI VIDYANAGAR, COLLEGE ROAD, NASHIK",NASHIK,Govt aided
CHANDRABHAN SHARMA COLLEGE OF ARTS COMMERCE AND SCIENCE,ADI SHANKARACHARYA MARG POWAI VIHAR COMPLEX POWAI MUMBAI,MUMBAI SUBURBAN,Private-Self Financing
MARATHWADA MITRA MANDAL'S COLLEGE OF COMMERCE,"202/A, DECCAN GYMKHANA, PUNE - 411004",PUNE,Private-Self Financing
POONA COLLEGE OF ARTS SCIENCE AND COMMERCE,"K.B.HIDAYATULLAH ROAD,CAMP",PUNE,Govt aided
GANDHIGRAM COLLEGE WARDHA,"PLOT NO. P-35, BARBADI ROAD, M.I.D.C. AREA, WARDHA 442001",WARDHA,Private-Self Financing
SIDDHI COLLEGE OF MANAGEMENT AND BUSINESS STUDIES DAPODI,"15/1, GANESH NAGAR DAPODI PUNE",PUNE,Private-Self Financing
AASAWA BROTHERS BUSINESS SCHOOL ARTS SCIENCE COMMERCE,"AASAWA BROTHERS PLOT NO - 16, E-SECTOR, N-4",AURANGABAD,Private-Self Financing
SWAMI VIVEKANAND MAHAVIDYALAYA UDGIR,"SWAMI VIVEKANAND CAMPUS, SURVEY NO. 184, BODHAN NAGAR, JALKOT ROAD (ACROSS AVALKONDA ROAD), UDGIR DISTRICT LATUR 413517",LATUR,Private-Self Financing
RAJIV GANDHI COLLEGE OF COMPUTER SCIENCE AND MANAGEMENT,"VIDYUT NAGAR, NANDED",NANDED,Private-Self Financing
ARIHANT COLLEGE OF ARTS COMMERCE AND SCIENCE,"SR NO 276/1/2, 277/1/2, 278/2 BEHIND CRYSTAL HONDA SHOWROOM, UTTAM NAGAR, BAVDHAN BK,",PUNE,Private-Self Financing
GENBA SOPANRAO MOZE ARTS COMMERCE AND SCIENCE BCS COLLEGE,191 A MAHARASHTRA HOUSING BOARD YERAWADA,PUNE,Private-Self Financing
HINDI VIDYA PRACHAR SAMITIS RAMNIRANJAN JHUNJHUNWALA COLLEGE OF ARTS SCIENCE AND COMMERCE,"OPPOSITE GHATKOPAR RAILWAY STATION, GHATKOPAR WEST",MUMBAI SUBURBAN,Govt aided
ARIHANT COLLEGE OF ARTS COMMERCE AND SCIENCE,"ISLAND BUILDING ABOVE BANK OF BARODA NEAR PULGATE BUS STAND, SOLAPUR BAZAR ROAD CAMP PUNE",PUNE,Private-Self Financing
SUSHGANGA INSTITUTE OF MANAGEMENT,"NAIGAON POST - KONA, WANI",YAVATMAL,Private-Self Financing
BALAJI COLLEGE OF ARTS COMMERCE AND SCIENCE,"SURVEY NO 3/1-4, TATHAWADE, AUNDH RAVET ROAD",PUNE,Private-Self Financing
RNC ARTS JDB COMMERCE AND NSC SCIENCE COLLEGE NASHIK ROAD NASHIK 422101,"OPP. SUJATA BIRLA HOSPITAL, NASHIK PUNE HIGHWAY, NASHIK ROAD, NASHIK",NASHIK,Govt aided
PVGS COLLEGE OF SCIENCE AND COMMERCE,"S NO 44,SHIVDARSHAN,VIDYANAGARI,PARVATI",PUNE,Private-Self Financing
MGMS COLLEGE OF COMPUTER SCIENCE AND IT,"MGM CAMPUS, NEAR AIRPORT, NANDED.",NANDED,Private-Self Financing
SMT. MANIBEN M.P. SHAH WOMENS COLLEGE OF ARTS AND COMMERCE,"338, R. A. KIDWAI ROAD, MATUNGA, MUMBAI",MUMBAI CITY,Govt aided
SHRI NIKETAN ARTS COMMERCE COLLEGE NAGPUR,"GANESH NAGAR, OPP TO S D HOSPITAL TULSHIBAGH ROAD NAGPUR",NAGPUR,Govt aided
BHALERAO SCIENCE COLLEGE,NAGPUR ROAD SAONER,NAGPUR,Govt aided
MODERN COLLEGE OF COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,"NEAR GAJANAN MAHARAJ MANDIR, MALEGAON ROAD, TARODA (KH.), NANDED",NANDED,Private-Self Financing
SWARAJ COLLEGE OF ARTS COMMERCE AND SCIENCE,GURUDATTA SOCIETY BEHIND KHUSHBOO HOTEL PUNE SATARA ROAD BALAJINAGAR DHANKWADI PUNE 43,PUNE,Private-Self Financing
MODERN COLLEGE OF COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,SAHJIVAN COLONY SAMARTH NAGAR SAVKRAR CHOWK AURANGABAD,AURANGABAD,Private-Self Financing
K RPANDAV MAHAVIDYALAYA,NANDANWAN NAGPUR,NAGPUR,Private-Self Financing
SINHGAD COLLEGE OF SCIENCE,S. NO 9/1/5 & 9/2/4/ OFF WEST BY PASS HIGHWAY,PUNE,Private-Self Financing
TULSI COMPUTER SCIENCE AND INFORMATION TECHNOLOGY COLLEGE BEED,"ADARSH NAGAR D.P.ROAD, BEED",BEED,Private-Self Financing
SMT. KASHIBAI NAVALE COLLEGE OF COMMERCE,"19/15, SMT KHILARE MARG, OFF KARVE ROAD, ERANDWANE, PUNE-411004.",PUNE,Private-Self Financing
ST WILFREDS COLLEGE OF ARTS COMMERCE AND SCIENCE,"SANGHAVI NAGAR, NEAR MBMC PARK, MIRA ROAD EAST",THANE,Private-Self Financing
MARATHA VIDYA PRASARAK SAMAJ ARTS AND COMMERCE COLLEGE MAKHAMALABAD,PO- MAKHAMALABAD,NASHIK,Private-Self Financing
DR ABDUL KALAM COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,HOMKAR COMPLEX BEED ROAD NEKNOOR,BEED,Private-Self Financing
GURUKUL COLLEGE OF COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,"GURUKUL NAGAR, JALNA ROAD,BEED",BEED,Private-Self Financing
INSTITUTE OF TECHNOLOGY AND MANAGEMENT NANDED,"VIP ROAD NANDED .-431602, NANDED, NANDED, MAHARASHTRA, 431602",NANDED,Private-Self Financing
SINHGAD TECHNICAL EDUCATION SOCIETY'S SINHGAD COLLEGE OF ARTS AND COMMERCE,"SR NO 111/1, WARJE, PUNE",PUNE,Private-Self Financing
SINHGAD COLLEGE OF COMMERCE,"40/4A+4B/1, OPP. OLD PMC OCTROI POST, YEWALEWADI, KONDHWA-SASWAD ROAD,",PUNE,Private-Self Financing
NIVRUTTI BABAJI NAVALE COLLEGE OF COMMERCE AND SCIENCE,"09/310, KUSGAON(BK)LONAVALA, PUNE",PUNE,Private-Self Financing
BUNTS SANGHA'S S M SHETTY COLLEGE OF SCIENCE COMMERCE AND MANAGEMENT STUDIES,"HIRANANDANI GARDENS,",MUMBAI SUBURBAN,Private-Self Financing
CHRIST COLLEGE PUNE,"26/4A, NAGAR RD, RAMWADI, WADGAON SHERI",PUNE,Private-Self Financing
SANTAJI MAHAVIDYALAYA NAGPUR,"JAWAHARLAL NEHRU MARG, NEAR CHATRAPATI METRO STATION, SNEH NAGAR, WARDHA ROAD",NAGPUR,Private-Self Financing
VASANTRAO NAIK MAHAVIDYALAYA,VASARANI NANDED,NANDED,Govt aided
DR. P.D. PATIL COLLEGE OF COMPUTER SCIENCE AND MANAGEMENT STUDIES,AT POST ZARE TAL KARMALA DIST SOLAPUR,SOLAPUR,Private-Self Financing
TULJARAM CHATURCHAND COLLEGE OF ARTS SCIENCE AND COMMERCE,TANDULWADI ROAD,PUNE,Govt aided
SNBP COLLEGE,"MAHARASHTRA HOUSING BOARD ,OFF. AIRPORT ROAD",PUNE,Private-Self Financing
NANDIGRAM COLLEGE OF INFORMATION TECHNOLOGY,"JUNA KAUTHA, NANDED",NANDED,Private-Self Financing
SNJB K K H A ARTS SMGL COMMERCE AND SPHJ SCIENCE COLLEGE CHANDWAD,NEMINAGAR CHANDWAD,NASHIK,Private-Self Financing
MAHARSHI KARVE MODEL COLLEGE FOR WOMEN,AT- GANESH ALI,RAIGAD,State Government University
SMT. S.K.GANDHI ARTS AMOLAK SCINCE P.H.GANDHI COMMERCE COLLEGE KADA,"AT.PO. KADA, TAL. ASHTI DIST BEED",BEED,Govt aided
MATRU SEWA SANGH INSTITUTE OF SOCIAL WORK,"MATRU SEWA SANGH INSTITUTE OF SOCIAL WORK, WEST HIGH COURT ROAD, BAJAJ NAGAR, NAGPUR",NAGPUR,Govt aided
SINDHU COLLEGE OF IT AND SCIENCE DEGLOOR,NEAR OLD TEHSIL DEGLOOR,NANDED,Private-Self Financing
SMT. CHANDIBAI HIMATHMAL MANSUKHANI COLLEGE,"PB NO. 17, OPPOSITE RAILWAY STATION",THANE,Govt aided
WILSON COLLEGE AUTONOMOUS,"CHOWPATTY SEAFACE ROAD, MUMBAI",MUMBAI CITY,Private-Self Financing
SASMIRA'S INSTITUTE OF COMMERCE AND SCIENCE,"SASMIRA MARG , WORLI , MUMBAI - 400030",MUMBAI CITY,Private-Self Financing
IDEAL COLLEGE OF ARTS COMMERCE AND SCIENCE,AT POST -POSHERI TALUKA WADA DISTRICT PALGHAR MAHARASHTRA,THANE,Private-Self Financing
D. A. V. VELANKAR COLLEGE OF COMMERCE SOLAPUR,MAHARSHI DAYANAND SARASWATI CHOWK DAYANAND NAGAR RAVIWAR PETH SOLAPUR,SOLAPUR,Private-Self Financing
LALA LAJPATRAI COLLEGE OF COMMERCE AND ECONOMICS MUMBAI,"LALA LAJPATRAI MARG, MAHALAXMI, MUMBAI",MUMBAI CITY,Govt aided
PSSVMS SAILEE DEGREE COLLEGE,OLD MHB GORAI ROAD BORIVALI WEST,MUMBAI SUBURBAN,Private-Self Financing
DR S R AJMERA BCA COLLEGE FOR WOMEN,KAMALA NEHRU CAMPUS STATION ROAD NANDURBAR,NANDURBAR,Private-Self Financing
S.I.W.S. N. R. SWAMY COLLEGE OF COMMERCE AND ECONOMICS AND SMT. THIRUMALAI COLLEGE OF SCIENCE,"PLOT NO. 337, SEWRI WADALA ESTATE, MAJOR. R. PARAMESHWARAN MARG, WADALA WEST",MUMBAI CITY,Govt aided
ARTS SCIENCE AND COMMERCE COLLEGE INDPAUR,NEAR PUNE - SOLAPUR OLD HIGHWAY INDAPUR TAL. INDAPUR DIST. PUNE 413106 MAHARASHTRA INDIA,PUNE,Govt aided
SADHANA COLLEGE OF COMMERCE GADHINGLAJ,"KADGAON ROAD ,GADHINGLAJ",KOLHAPUR,State Government University
VIDYA PRASARAK MANDALS K G JOSHI COLLEGE OF ARTS AND N G BEDEKAR COLLEGE OF COMMERCE AUTONOMOUS,CREEK LAND CHENDANI BUNDER ROAD,THANE,Govt aided
KARMAVEER KAKASAHEB WAGH ARTS COMMERCE SCIENCE AND COMPUTER SCIENCE COLLEGE CHANDORI,A/P. CHANDORI TAL. NIPHAD DIST. NASHIK,NASHIK,Private-Self Financing
YUVAK PRATISHTHANS MIT COLLEGE OF COMPUTER SCI AND IT VASMAT,FIRST FLOOR SOCIETY MARKET,HINGOLI,Private-Self Financing
NATIONAL KANNADA EDUCATION SOCIETY'S N K E S COLLEGE OF ARTS COMMERCE AND SCIENCE,"INDULAL D BHUVA MARG, 0",MUMBAI CITY,Private-Self Financing
SHRI KASHIRAMJI HUMANE MAHAVIDYALAY KONDHA KOSRA TAH PAUNI DIST BHANDARA,KONDHA KOSRA TAH PAUNI DIST BHANDARA,BHANDARA,Private-Self Financing
KISHINCHAND CHELLARAM COLLEGE,"KISHINCHAND CHELLARAM COLLEGE, VIDYASAGAR PRINCIPAL K.M. KUNDNANI CHOWK, 124, DINSHAW WACHHA ROAD, CHURCHGATE, MUMBAI - 400 020.",MUMBAI CITY,Govt aided
PILLAI COLLEGE OF EDUCATION AND RESEARCH,"CHEMBUR NAKA, MUMBAI â 400 071 MAHARASHTRA STATE, INDIA.",MUMBAI SUBURBAN,Private-Self Financing
VISHWABHARTI MAHAVIDYALAYA NANDED,VISHWABHARTI MAHAVIDYALAYA CIDCO NANDED,NANDED,Private-Self Financing
VASANT KALE COLLEGE OF COMPUTATIONAL AND MANAGEMENT SCIENCE,SAHAYOG EDUCATIONAL CAMPUS,NANDED,Private-Self Financing
H R COLLEGE,123 DINSHAW WACHHA ROAD,MUMBAI CITY,Govt aided
LATE NARAYANRAO AMRUTRAO DESHMUKH ARTS AND COMMERCE COLLEGE,"AT NANGLIYA NAGAR,CHANDUR BAZAR",AMRAVATI,Private-Self Financing
PUNE VIDYARTHI GRIHA'S COLLEGE OF SCIENCE AND TECHNOLOGY,"CTS-218,BR. NATH PAI NAGAR, GHATKOPAR EAST, MUMBAI",MUMBAI SUBURBAN,Private-Self Financing
MILLIYA ARTS SCIENCE AND MANAGEMENT SCIENCE COLLEGE BEED,"KILLA MAIDAN, BALBHIM CHOWK, BEED",BEED,Govt aided
DTSS COLLEGE OF COMMERCE,"KURAR VILLAGE, MALAD EAST",MUMBAI SUBURBAN,Govt aided
JEEVANDEEP INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDIES,AT GOVELI POST RAYTE TALUKA KALYAN DIST THANE,THANE,Private-Self Financing
NUTAN MAHAVIDYALAYA SELU,JINTOOR RAOD SELU,PARBHANI,Govt aided
VISHWALATA ARTS COMMERCE AND SCIENCE COLLEGE,"GAT NO. 86/2, BHATGAON",NASHIK,Private-Self Financing
THE POONA DIOCESAN EDUCATIONAL SOCIETY'S VIDYA BHAVAN COLLEGE OF COMMERCE,"20 SHOLAPUR ROAD, BHAIROBANALA",PUNE,Govt aided
PRIN DR SUDHAKARRAO JADHAVAR ARTS COMMERCE AND SCIENCE COLLEGE,ADV SHARDULRAO SUDHAKARRAO JADHAVAR EDUCATIONAL CAMPUS NARHE DHAYARI ROAD NARHE,PUNE,Private-Self Financing
SNDT COLLEGE OF ARTS AND SCB COLLEGE OF COMMERCE AND SCIENCE FOR WOMEN MUMBAI,"NEW MARINE LINES, CHURCHGATE, MUMBAI 400020",MUMBAI CITY,State Government University
MODERN COLLEGE OF BCA SONAI,SONAI TAL NEWASA DIST AHMEDNAGAR,AHMEDNAGAR,Private-Self Financing
VISHWAKARMA COLLEGE OF ARTS COMMERCE AND SCIENCE,"SURVEY NO 3/6, LAXMINAGAR, VIIT CAMPUS, KONDHWA BUDRUK",PUNE,Private-Self Financing
KAVIKULAGURU KALIDAS SANSKRIT UNIVERSITY RAMTEK,MOUDA ROAD RAMTEK NAGPUR,NAGPUR,Government
SAMBHAJI RAJE COLLEGE OF LIBRARY AND MANAGEMENT SCIENCE BEED,NEAR MANE PETROL PUMP BARSHI ROAD BEED,BEED,Private-Self Financing
ARTS AND COMMERCE COLLEGE BELAPUR,BELAPUR SHRIRAMPUR AHMEDNAGAR,AHMEDNAGAR,Govt aided
INTERNATIONAL SCHOOL OF MANAGEMENT AND RESEARCH,"BYPASS PUNE-SASWAD ROAD, SR. NO. 907, OPP HOTEL VIJAY EXECUTIVE, GAIDHARA KANIFNATH COLLEGE ROAD",PUNE,Private-Self Financing
G S PATIL COLLEGE OF MANAGEMENT AND BUSINESS STUDIES CHIKHALI,"SURVEY NO 1158 TO 1160, NEWALE WASTI CHIKHALI",PUNE,Private-Self Financing
RAJE SHAHAJI SENIOR COLLEGE,GUT NO 349 AMBELOHAL TAL. GANGAPUR DIST. AURANGABAD,AURANGABAD,Private-Self Financing
SUBHARDRA EDUCATIONAL SOCIETY SNBP COLLEGE OF ARTS COMMERCE SCIENCE AND MANAGEMENT STUDIES,SANT DYANESHWAR NAGAR MHADA COLONY AJMERA MORWADI PIMPRI PUNE,PUNE,Private-Self Financing
SNBP'S INSTITUTE OF MANAGEMENT,"126/2A, MANJARI-KESHAVNAGAR, NEAR SHIVKRISHNA MANGAL KARYALAYA, MANJARI, PUNE",PUNE,Private-Self Financing
G S SCIENCE ARTS AND COMMERCE COLLEGE KHAMGAON,NANDURA ROAD KHAMGAON 444303,BULDHANA,Govt aided
SMT. P. D. HINDUJA TRUST'S K. P. B. HINDUJA COLLEGE OF COMMERCE,"315, NEW CHARNI ROAD",MUMBAI CITY,Govt aided
SHREE GURUDATTA GRAMVIKAS PRATISHTHAN'S JIJAMATA SENIOR COLLEGE JATEGAON BK,A/P JATEGAON BK,PUNE,Private-Self Financing
NES RATNAM COLLEGE OF ARTS SCIENCE AND COMMERCE,NES COMPLEX NHS MARG BHANDUP WEST MUMBAI,MUMBAI SUBURBAN,Private-Self Financing
K K WAGH ARTS COMMERCE SCIENCE AND COMPUTER SCIENCE COLLEGE KAKASAHEBNAGAR,AT.POST. KAKASAHEBNAGR TAL.NIPHAD DIST. NASHIK,NASHIK,Private-Self Financing
RAYAT SHIKSHAN SANSTHAS LAXMIBAI BHAURAO PATIL MAHILA MAHAVIDYALAYA SOLAPUR,"1428, MODI KHANA, NEAR UPLAP MANGAL KARYALAYA, SAAT RASTA, SOLAPUR",SOLAPUR,Govt aided
"VINAYAK GANESH VAZE COLLEGE OF ARTS, SCIENCE & COMMERCE (AUTONOMOUS)",MITHGAR ROAD MULUND EAST,MUMBAI SUBURBAN,Govt aided
RAMKRISHNA PARAMHANSA MAHAVIDYALAYA DHARASHIV,"TAMBRI VIBHAG, DHARASHIV (OSMANABAD) - 413501",OSMANABAD,Private-Self Financing
SHRI TAMBWESHWAR COLLEGE OF COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,SAMARTH NAGAR KANDI ROAD KAIJ,BEED,Private-Self Financing
ACHIEVERS INSTITUTE OF MANAGEMENT & ENTREPRENEURSHIP,"MALHAR NAGAR, JOSHI BAUG, SANTOSHI MATA MANDIR ROAD, KALYAN -(W) - 421 301",THANE,Private-Self Financing
AIMS INSTITUTE OF MANAGEMENT STUDIES,"PLOT NO 125 ,126 SR NO 36/3/2",PUNE,Private-Self Financing
JANAPRABHA COLLEGE,"'JANAPRABHA SANKUL', SURVEY NO. 50/1, BHOJAPUR , TAL. RAMTEK, 441106",NAGPUR,Private-Self Financing
DEVMOGRA MATA MAHILA KALA AND BCA COLLEGE,AT POST KHAPAR TAL AKKALKUWA,NANDURBAR,Private-Self Financing
SMEF'S BRICK SCHOOL OF ARCHITECTURE,"S. NO. 50/3/2/2 UNDRI, PUNE-411028",PUNE,Private-Self Financing
DR. BHANUBEN NANAVATI COLLEGE OF ARCHITECTURE FOR WOMEN,"BNCA CAMPUS, KARVENAGAR,",PUNE,Private-Self Financing
AUDYOGIK SHIKSHAN MANDAL COLLEGE OF COMMERCE SCIENCE AND INFORMATION TECHNOLOGY,"SR. NO. 29/1+2A, BEHIND STIRLING HONDA, OLD PUNE-MUMBAI HIGHWAY, PIMPRI WAGHERE",PUNE,Private-Self Financing
SUPRIYATAI SULE COLLEGE OF MANAGEMENT SCIENCE,"RAJDHAR SAHEBRAO JAGDALE RAJ COMPLEX, SAWANGI BYPASS, AURANGABAD",AURANGABAD,Private-Self Financing
ADARSH COLLEGE OF COMPUTER AND MANAGMENT,JATHARPETH AKOLA,AKOLA,Private-Self Financing
KALAVATI INSTITUTE OF MANAGEMENT,N 11 B 124/1 TV CENTER HUDCO,AURANGABAD,Private-Self Financing
ARTS AND COMMERCE COLLEGE BELAPUR,BELAPUR SHRIRAMPUR AHMEDNAGAR,AHMEDNAGAR,Govt aided
SMT.SHAKUNTALABAI BORDIKAR BCA COLLEGE JINTUR,"MIDC JINTUR ROAD JINTUR,DIST-PARBHANI",PARBHANI,Private-Self Financing
UTKARSHA FOUNDATION,SINDKHED RAJA,BULDHANA,Private-Self Financing
RAJARAM SHIKSHAN SANSTHA'S,"ASHTA, DUDHGAON ROAD",SANGLI,Govt aided
RAJARSHI SHAHU MAHARAJ COLLEGE OF COMMERCE SADAK ARJUNI,"NEAR DUGGIPAR POLICE STATION, KOHMARA, SADAK ARJUNI",GONDIA,Private-Self Financing
SAHYADRI SHIKSHAN SANSTHA ARTS AND COMMERCE,SAWARDE NEAR MUMBAI GOA HIGHWAY TAL.CHIPLUN,RATNAGIRI,Private-Self Financing
GLOBAL VILLAGE ARTS SCIENCE AND COMMERCE COLLEGE BORAMANI,"503/B/5, MAHATMA GANDHI GLOBAL VILLAGE, BORAMANI, N. H. 65,",SOLAPUR,Private-Self Financing
DNYANSADHANA B.C.A. COLLEGE,SAILU,PARBHANI,Private-Self Financing
GDM ARTS KRN COMMERCE AND MD SCIENCE COLLEGE,NEAR BUS STAND JALGAON RAOD JAMNER,JALGAON,Govt aided
VPMS K G JOSHI COLLEGE OF ARTS AND N G BEDEKAR COLLEGE OF COMMERCE AUTONOMOUS,CREEK LAND CHENDANI BUNDER ROAD,THANE,Govt aided
H R PATEL ARTS AND SCIENCE COLLEGE SHIRPUR,OPPOSITE TELEPHONE EXCHANGE SHIRPUR,DHULE,Govt aided
THE KANDESH EDUCATION SOCIETYS PRATAP COLLEGE AMALNER,"MARWAD ROAD, AMALNER",JALGAON,Govt aided
GODAVARI COLLEGE OF COMPUTER SCIENCE AND INFORMATION TECHNOLOGY KOLPA LATUR,"LATUR NANDED HIGHWAY AT KOLPA,LATUR",LATUR,Private-Self Financing
SERI'S SCHOOL OF MANAGEMENT,"S.NO. 93/2, AUTADE HANDEWADI, TALUKA: HAVELI, PUNE",PUNE,Private-Self Financing
CHETANAS HAZARIMAL SOMANI COLLEGE OF COMMERCE AND ECONOMICS,"CHETANA'S SELF FINANCING SECTION, CHETANA MAHAVIDYALAYA MARG, BANDRA EAST",MUMBAI SUBURBAN,Govt aided
ASHTI TALUKA SHIKSHAN PRASARAK MANDAL'S ADV.B.D. HAMBARDE MAHAVIDYALAYA ASHTI,ASHTI TAL.ASHTI DIST-BEED,BEED,Govt aided
MAHARASHTRA MAHAVIDYALAYA NILANGA,MAIN ROAD NILANGA DIST LATUR,LATUR,Govt aided
MAHARASHTRA UDAYAGIRI MAHAVIDYALAYA,MAHARASHTRA UDAYAGIRI MAHAVIDYALAYA UDGIR NANDED ROAD,LATUR,Govt aided
SCHOOL OF COMMERCE AND MANAGEMENT SCIENCES,"SWAMI RAMANAN TEERTH MARATHWADA UNIVESITY,NANDED",NANDED,Government
NANDIGRAM INSTITUTE OF INFORMATION TECHNOLOGY,"D.K. COMPLEX, DEGLOOR NAKA, NANDED",NANDED,Private-Self Financing
LATE SOW KAMALTAI JAMKAR MAHILA MAHAVIDYALAYA PARBHANI,POST BOX NO 34 JINTUR ROAD,PARBHANI,Govt aided
LATE PARVATIBAI JONDHALE WOMENS LAW COLLEGE BCA,VAISHALITAI JONDHALE INTERNATIONAL CENTER VILLEGE KHONI DOMBIVLI EAST,THANE,Private-Self Financing
MASTER DEENANATH MANGESHKAR MAHAVIDYALAYA,AURAD SHAHAJANI,LATUR,Private-Self Financing
SHRI SHIVAJI COLLEGE PARBHANI,BASMAT ROAD PARBHANI,PARBHANI,Govt aided
LATE PARVATIBAI JONDHALE WOMENS LAW COLLEGE BMS,VAISHALITAI JONDHALE INTERNATIONAL CENTER KHONI DOMBIVLI EAST,THANE,Private-Self Financing
MAHATMA GANDHI MAHAVIDYALAYA AHMEDPUR,NANDED LATUR ROAD AHMEDPUR,LATUR,Govt aided
SHARDA MAHAVIDYALAYA ARTS AND SCIENCE PARBHANI,"NEAR CIVIL HOSPITAL, SUBHASH ROAD,PARBHANI",PARBHANI,Govt aided
MAHATMA PHULE BCA COLLEGE PARBHANI 265,JINTUR ROAD PARBHANI,PARBHANI,Private-Self Financing
NMD COLLEGE OF ARTS AND COMMERCE GONDIA,RAMNAGAR KUDWA ROAD GONDIA,GONDIA,Private-Self Financing
MAHATMA BASWESHWAR MAHAVIDYALAYA LATUR,KHANDOBA GALLI LATUR,LATUR,Govt aided
SANJIVANI MAHAVIDYALAYA CHAPOLI,TQ. CHAKUR DIST LATUR,LATUR,Govt aided
ADARSH EDUCATION SOCIETY'S ARTS COMMERCE AND SCIENCE COLLEGE HINGOLI,NEAR POWER HOUSE AKOLA ROAD HINGOLI,HINGOLI,Govt aided
NEW MODEL DEGREE COLLEGE,"MAUJE SANTUK PIMPRI, DIGRAS PHATA, HINGOLI - AUNDHA ROAD",HINGOLI,Government
